:mode=ask;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
:IOInt;Group;Comment;Logged;EventLogged;EventLoggingPriority;RetentiveValue;RetentiveAlarmParameters;AlarmValueDeadband;AlarmDevDeadband;EngUnits;InitialValue;MinEU;MaxEU;Deadband;LogDeadband;LoLoAlarmState;LoLoAlarmValue;LoLoAlarmPri;LoAlarmState;LoAlarmValue;LoAlarmPri;HiAlarmState;HiAlarmValue;HiAlarmPri;HiHiAlarmState;HiHiAlarmValue;HiHiAlarmPri;MinorDevAlarmState;MinorDevAlarmValue;MinorDevAlarmPri;MajorDevAlarmState;MajorDevAlarmValue;MajorDevAlarmPri;DevTarget;ROCAlarmState;ROCAlarmValue;ROCAlarmPri;ROCTimeBase;MinRaw;MaxRaw;Conversion;AccessName;ItemUseTagname;ItemName;ReadOnly;AlarmComment;AlarmAckModel;LoLoAlarmDisable;LoAlarmDisable;HiAlarmDisable;HiHiAlarmDisable;MinDevAlarmDisable;MajDevAlarmDisable;RocAlarmDisable;LoLoAlarmInhibitor;LoAlarmInhibitor;HiAlarmInhibitor;HiHiAlarmInhibitor;MinDevAlarmInhibitor;MajDevAlarmInhibitor;RocAlarmInhibitor;SymbolicName
A16_SC_1500;A16_Variables_G1;DP5S9N2;No;No;200;No;No;0;0;0010;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1094.DBD640;No;TTJ5 : Agitateur cuve;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_0101;A16_Variables_G2;DP22S4N2;No;No;200;No;No;0;0;0011;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1094.DBD704;No;P21 : Agitateur bac de lancement BL01;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_0102;A16_Variables_G2;DP22S4N3;No;No;200;No;No;0;0;0012;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1094.DBD768;No;P21 : Pompe soutirage de BL01;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_0104;A16_Variables_G2;DP22S4N4;No;No;200;No;No;0;0;0013;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1094.DBD832;No;P21 : Pompe soutirage depuis dégazeur DA01;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_2100;A16_Variables_G3;DP22S4N5;No;No;200;No;No;0;0;0014;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1094.DBD896;No;TTJ11 : Agitateur cuve;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_2200;A16_Variables_G3;DP22S4N6;No;No;200;No;No;0;0;0015;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1094.DBD960;No;TTJ12 : Agitateur cuve;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_8822;A16_Variables_G3;DP22S4N7;No;No;200;No;No;0;0;0016;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1094.DBD1024;No;LSO22 : Pompe soutirage;0;0;0;0;0;0;0;0;;;;;;;;
A16_CV_0101;A16_Variables_G2;DP22S5N2;No;No;200;No;No;0;0;0017;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1094.DBD1088;No;P21 : Sortie appareil;0;0;0;0;0;0;0;0;;;;;;;;
A16_CV_0111;A16_Variables_G2;DP22S5N3;No;No;200;No;No;0;0;0018;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1094.DBD1152;No;P21 : Arrivée vapeur boucle section 1er traitement HE01;0;0;0;0;0;0;0;0;;;;;;;;
A16_CV_0131;A16_Variables_G2;DP22S5N4;No;No;200;No;No;0;0;0019;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1094.DBD1216;No;P21 : Arrivée vapeur boucle section 2eme traitement HE2;0;0;0;0;0;0;0;0;;;;;;;;
A16_CV_0132;A16_Variables_G2;DP22S5N5;No;No;200;No;No;0;0;0020;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1094.DBD1280;No;P21 : By-passe eau chaude section refroidissement S3;0;0;0;0;0;0;0;0;;;;;;;;
A16_CV_0102;A16_Variables_G2;DP22S5N6;No;No;200;No;No;0;0;0021;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1094.DBD1344;No;P21 : Régulation vide;0;0;0;0;0;0;0;0;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
:IOReal;Group;Comment;Logged;EventLogged;EventLoggingPriority;RetentiveValue;RetentiveAlarmParameters;AlarmValueDeadband;AlarmDevDeadband;EngUnits;InitialValue;MinEU;MaxEU;Deadband;LogDeadband;LoLoAlarmState;LoLoAlarmValue;LoLoAlarmPri;LoAlarmState;LoAlarmValue;LoAlarmPri;HiAlarmState;HiAlarmValue;HiAlarmPri;HiHiAlarmState;HiHiAlarmValue;HiHiAlarmPri;MinorDevAlarmState;MinorDevAlarmValue;MinorDevAlarmPri;MajorDevAlarmState;MajorDevAlarmValue;MajorDevAlarmPri;DevTarget;ROCAlarmState;ROCAlarmValue;ROCAlarmPri;ROCTimeBase;MinRaw;MaxRaw;Conversion;AccessName;ItemUseTagname;ItemName;ReadOnly;AlarmComment;AlarmAckModel;LoLoAlarmDisable;LoAlarmDisable;HiAlarmDisable;HiHiAlarmDisable;MinDevAlarmDisable;MajDevAlarmDisable;RocAlarmDisable;LoLoAlarmInhibitor;LoAlarmInhibitor;HiAlarmInhibitor;HiHiAlarmInhibitor;MinDevAlarmInhibitor;MajDevAlarmInhibitor;RocAlarmInhibitor;SymbolicName
A16_AO_0000_Value;A16_Variables;AW000;Yes;No;0;No;No;0;0;Hz;0;0;2000;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;2000;Linear;A16FAST;No;DB1094.DBD10F;No;For testing purposes only;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_1100_Value;A16_Variables_G1;AW10;Yes;No;0;No;No;0;0;Hz;0;0;2000;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;2000;Linear;A16FAST;No;DB1094.DBD74F;No;TTJ1 : Agitateur cuve;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_1200_Value;A16_Variables_G1;AW12;Yes;No;0;No;No;0;0;Hz;0;0;2000;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;2000;Linear;A16FAST;No;DB1094.DBD138F;No;TTJ2 : Agitateur cuve;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_8813_Value;A16_Variables_G1;AW14;Yes;No;0;No;No;0;0;Hz;0;0;2000;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;2000;Linear;A16FAST;No;DB1094.DBD202F;No;LSO13 : Pompe soutirage;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_8814_Value;A16_Variables_G1;AW16;Yes;No;0;No;No;0;0;Hz;0;0;2000;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;2000;Linear;A16FAST;No;DB1094.DBD266F;No;LSO14 : Pompe soutirage;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_1300_Value;A16_Variables_G1;AW20;Yes;No;0;No;No;0;0;Hz;0;0;2000;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;2000;Linear;A16FAST;No;DB1094.DBD330F;No;TTJ3 : Agitateur cuve;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_8815_Value;A16_Variables_G1;AW22;Yes;No;0;No;No;0;0;Hz;0;0;2000;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;2000;Linear;A16FAST;No;DB1094.DBD394F;No;LSO15 : Pompe soutirage;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_8816_Value;A16_Variables_G1;AW24;Yes;No;0;No;No;0;0;Hz;0;0;2000;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;2000;Linear;A16FAST;No;DB1094.DBD458F;No;LSO16 : Pompe soutirage;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_8817_Value;A16_Variables_G1;AW26;Yes;No;0;No;No;0;0;Hz;0;0;2000;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;2000;Linear;A16FAST;No;DB1094.DBD522F;No;LSO17 : Pompe soutirage;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_1400_Value;A16_Variables_G1;AW30;Yes;No;0;No;No;0;0;Hz;0;0;2000;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;2000;Linear;A16FAST;No;DB1094.DBD586F;No;TTJ4 : Agitateur cuve;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_1500_Value;A16_Variables_G1;AW32;Yes;No;0;No;No;0;0;Hz;0;0;2000;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;2000;Linear;A16FAST;No;DB1094.DBD650F;No;TTJ5 : Agitateur cuve;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_0101_Value;A16_Variables_G2;AW512;Yes;No;0;No;No;0;0;Hz;0;0;2000;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;2000;Linear;A16FAST;No;DB1094.DBD714F;No;P21 : Agitateur bac de lancement BL01;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_0102_Value;A16_Variables_G2;AW514;Yes;No;0;No;No;0;0;Hz;0;0;2000;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;2000;Linear;A16FAST;No;DB1094.DBD778F;No;P21 : Pompe soutirage de BL01;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_0104_Value;A16_Variables_G2;AW516;Yes;No;0;No;No;0;0;Hz;0;0;2000;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;2000;Linear;A16FAST;No;DB1094.DBD842F;No;P21 : Pompe soutirage depuis dégazeur DA01;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_2100_Value;A16_Variables_G3;AW518;Yes;No;0;No;No;0;0;Hz;0;0;2000;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;2000;Linear;A16FAST;No;DB1094.DBD906F;No;TTJ11 : Agitateur cuve;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_2200_Value;A16_Variables_G3;AW520;Yes;No;0;No;No;0;0;Hz;0;0;2000;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;2000;Linear;A16FAST;No;DB1094.DBD970F;No;TTJ12 : Agitateur cuve;0;0;0;0;0;0;0;0;;;;;;;;
A16_SC_8822_Value;A16_Variables_G3;AW522;Yes;No;0;No;No;0;0;Hz;0;0;2000;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;2000;Linear;A16FAST;No;DB1094.DBD1034F;No;LSO22 : Pompe soutirage;0;0;0;0;0;0;0;0;;;;;;;;
A16_CV_0101_Value;A16_Variables_G2;AW528;Yes;No;0;No;No;0;0;%;0;0;100;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;100;Linear;A16FAST;No;DB1094.DBD1098F;No;P21 : Sortie appareil;0;0;0;0;0;0;0;0;;;;;;;;
A16_CV_0111_Value;A16_Variables_G2;AW530;Yes;No;0;No;No;0;0;%;0;0;100;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;100;Linear;A16FAST;No;DB1094.DBD1162F;No;P21 : Arrivée vapeur boucle section 1er traitement HE01;0;0;0;0;0;0;0;0;;;;;;;;
A16_CV_0131_Value;A16_Variables_G2;AW532;Yes;No;0;No;No;0;0;%;0;0;100;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;100;Linear;A16FAST;No;DB1094.DBD1226F;No;P21 : Arrivée vapeur boucle section 2eme traitement HE2;0;0;0;0;0;0;0;0;;;;;;;;
A16_CV_0132_Value;A16_Variables_G2;AW534;Yes;No;0;No;No;0;0;%;0;0;100;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;100;Linear;A16FAST;No;DB1094.DBD1290F;No;P21 : By-passe eau chaude section refroidissement S3;0;0;0;0;0;0;0;0;;;;;;;;
A16_CV_0102_Value;A16_Variables_G2;AW536;Yes;No;0;No;No;0;0;%;0;0;100;0;0.0099;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;100;Linear;A16FAST;No;DB1094.DBD1354F;No;P21 : Régulation vide;0;0;0;0;0;0;0;0;;;;;;;;
